activation,num_victim_seeds,direction_recovery_mean,direction_recovery_std,hit_0_90_mean,hit_0_90_std,victim_accuracy_pct_mean,victim_accuracy_pct_std,surrogate_accuracy_pct_mean,surrogate_accuracy_pct_std,agreement_pct_mean,agreement_pct_std,kl_divergence_mean,kl_divergence_std,centered_logit_mse_mean,centered_logit_mse_std,ffn_cka_mean,ffn_cka_std,matched_feature_correlation_mean,matched_feature_correlation_std,accuracy_drop_pp_mean,accuracy_drop_pp_std,structural_queries,completion_queries,total_queries
gelu,3,0.9186751842498779,0.013777553105721577,0.8671875,0.0234375,79.18333333333334,0.35501173689518517,77.94333333333333,0.47384948383779146,92.80666666666667,0.22479620400116357,0.043164149830242,0.002989332004293405,2.6383015537261962,0.17614849139819574,0.7978987296422323,0.03403401728842414,0.7127911249796549,0.009489741724921666,1.2399999999999967,0.226053091109143,8193,12000,20193
silu,3,0.9401655395825704,0.011936352770790394,0.9114583333333334,0.03252603124165832,78.18333333333334,0.48542077966783936,77.61,0.4881598098983505,94.96666666666667,0.35529330606322773,0.020938999403516453,0.003147170808116024,1.274261008199056,0.18397341884203383,0.9033581217130026,0.01289480819405499,0.8106873830159506,0.0015153132887110285,0.5733333333333331,0.09291573243176925,8193,12000,20193
